	pv_measurement
4821	0.0
4822	0.0
4823	0.0
4824	0.0
4825	0.0
4826	0.0
4827	10.35
4828	66.41250000000001
4829	79.35
4830	110.4
4831	207.8625
4832	144.9
4833	91.425
4834	153.525
4835	155.25
4836	199.2375
4837	189.75
4838	207.8625
4839	155.25
4840	171.6375
4841	100.9125
4842	37.95
4843	1.725
4844	0.0
4845	0.0
4846	0.0
4847	0.0
4848	0.0
4849	0.0
4850	1.725
4851	27.6
4852	74.175
4853	169.9125
4854	282.9
4855	592.5375
4856	717.6
4857	909.9375
4858	861.6375
4859	943.575
4860	1008.2625
4861	926.325
4862	543.375
4863	526.125
4864	439.875
4865	189.75
4866	97.4625
4867	28.4625
4868	3.45
4869	0.0
4870	0.0
4871	0.0
4872	0.0
4873	0.0
4874	8.625
4875	48.3
4876	27.6
4877	33.637499999999996
4878	124.2
4879	235.4625
4880	383.8125
4881	513.1875
4882	719.325
4883	827.1375
4884	801.2625
4885	860.775
4886	702.9375
4887	452.8125
4888	227.7
4889	167.325
4890	56.0625
4891	6.9
4892	0.0
4893	0.0
4894	0.0
4895	0.0
4896	0.0
4897	0.0
4898	0.0
4899	22.425
4900	80.2125
4901	153.525
4902	352.7625
4903	655.5
4904	766.7625
4905	927.1875
4906	960.825
4907	962.55
4908	926.325
4909	828.0
4910	658.0875
4911	518.3625000000001
4912	361.3875
4913	206.1375
4914	110.4
4915	37.0875
4916	2.5875
4917	0.0
4918	0.0
4919	0.0
4920	0.0
4921	0.0
4922	0.8625
4923	38.8125
4924	143.175
4925	292.3875
4926	526.9875000000001
4927	542.5124999999999
4928	765.0375
4929	884.0625
4930	920.2875
4931	918.5625
4932	882.3375
4933	765.9
4934	508.0125
4935	552.0
4936	408.825
4937	214.7625
4938	120.75
4939	34.5
4940	1.725
4941	0.0
4942	0.0
4943	0.0
4944	0.0
4945	0.0
4946	2.5875
4947	46.575
4948	145.7625
4949	292.3875
4950	457.9875
4951	626.175
4952	784.0125
4953	862.5
4954	940.125
4955	941.85
4956	909.9375
4957	803.85
4958	644.2875
4959	491.625
4960	334.65
4961	183.7125
4962	98.325
4963	37.0875
4964	1.725
4965	0.0
4966	0.0
4967	0.0
4968	0.0
4969	0.0
4970	2.5875
4971	36.225
4972	126.7875
4973	276.8625
4974	447.6375
4975	612.375
4976	759.0
4977	861.6375
4978	903.9
4979	880.6125
4980	884.925
4981	783.15
4982	633.9375
4983	483.0
4984	330.3375
4985	184.575
4986	94.875
4987	28.4625
4988	0.0
4989	0.0
4990	0.0
4991	0.0
4992	0.0
4993	0.0
4994	1.725
4995	37.0875
4996	125.925
4997	269.96250000000003
4998	454.5375
4999	627.0375
5000	774.525
5001	883.2
5002	932.3625
5003	938.4
5004	899.5875
5005	766.7625
5006	642.5625
5007	476.9625
5008	325.1625
5009	178.5375
5010	93.15
5011	29.325
5012	0.0
5013	0.0
5014	0.0
5015	0.0
5016	0.0
5017	0.0
5018	0.8625
5019	34.5
5020	118.1625
5021	264.78749999999997
5022	434.7
5023	581.325
5024	751.2375
5025	872.85
5026	896.1375
5027	892.6875
5029	781.425
5030	631.35
5031	545.9625
5032	370.875
5033	160.425
5034	75.0375
5035	27.6
5036	0.8625
5037	0.0
5038	0.0
5039	0.0
5040	0.0
5041	0.0
5042	0.0
5043	3.45
5044	27.6
5045	130.23749999999998
5046	176.8125
5047	196.65
5048	468.3375
5049	921.15
5050	954.7875
5051	927.1875
5052	850.425
5053	889.2375
5054	660.675
5055	531.3000000000001
5056	366.5625
5057	213.9
5058	98.325
5059	26.7375
5060	0.0
5061	0.0
5062	0.0
5063	0.0
5064	0.0
5065	0.0
5066	0.8625
5067	35.3625
5068	107.8125
5069	232.0125
5070	450.225
5071	627.9
5072	812.475
5073	904.7625
5074	970.3125
5075	974.625
5076	938.4
5077	817.65
5078	654.6375
5079	487.3125
5080	284.625
5081	157.8375
5082	76.7625
5083	18.975
5084	0.0
5085	0.0
5086	0.0
5087	0.0
5088	0.0
5089	0.0
5090	0.8625
5091	44.85
5092	148.35
5093	290.6625
5094	437.2875
5095	537.3375
5096	610.65
5097	613.2375
5098	879.75
5099	941.85
5100	913.3875
5101	812.475
5102	658.0875
5103	482.1375
5104	316.5375
5105	167.325
5106	83.6625
5107	20.7
5108	0.0
5109	0.0
5110	0.0
5111	0.0
5112	0.0
5113	0.0
5114	0.0
5115	22.425
5116	104.3625
5117	255.3
5118	442.4625
5119	626.175
5120	809.025
5121	905.625
5122	959.1
5123	977.2125
5124	946.1625
5125	825.4125
5126	665.85
5127	482.1375
5128	320.85
5129	164.7375
5130	67.27499999999999
5131	19.8375
5132	0.0
5133	0.0
5134	0.0
5135	0.0
5136	0.0
5137	0.0
5138	0.0
5139	1.725
5140	34.5
5141	49.1625
5142	129.375
5143	205.275
5144	280.3125
5145	381.225
5146	528.7125
5147	546.8249999999999
5148	533.8874999999999
5149	401.925
5150	354.4875
5151	559.7625
5152	371.7375
5153	213.9
5154	91.425
5155	16.3875
5156	0.0
5157	0.0
5158	0.0
5159	0.0
5160	0.0
5161	0.0
5162	0.0
5163	2.5875
5164	31.9125
5165	110.4
5166	217.35
5167	229.425
5168	338.1
5169	575.2875
5170	959.9625
5171	878.025
5172	892.6875
5173	786.6
5174	682.2375
5175	495.075
5176	293.25
5177	158.7
5178	76.7625
5179	14.6625
5180	0.0
5181	0.0
5182	0.0
5183	0.0
5184	0.0
5185	0.0
5186	0.0
5187	3.45
5188	23.2875
5189	43.125
5190	66.41250000000001
5191	144.9
5192	188.025
5193	307.05
5194	436.425
5195	493.35
5196	582.1875
5197	657.225
5198	575.2875
5199	442.4625
5200	288.9375
5201	148.35
5202	70.725
5203	7.7625
5204	0.0
5205	0.0
5206	0.0
5207	0.0
5208	0.0
5209	0.0
5210	0.0
5211	19.8375
5212	104.3625
5213	250.125
5214	421.7625
5215	613.2375
5216	764.175
5217	877.1625
5218	933.225
5220	891.825
5221	769.35
5222	604.6125
5223	432.975
5224	278.5875
5225	157.8375
5226	73.3125
5227	6.9
5228	0.0
5229	0.0
5230	0.0
5231	0.0
5232	0.0
5233	0.0
5234	0.0
5235	16.3875
5236	87.975
5237	119.025
5238	223.3875
5239	498.525
5240	741.75
5241	868.5375
5242	921.15
5243	914.25
5244	890.9625
5245	766.7625
5246	614.9625
5247	434.7
5248	290.6625
5249	138.8625
5250	43.125
5251	10.35
5252	0.0
5253	0.0
5254	0.0
5255	0.0
5256	0.0
5257	0.0
5258	0.0
5259	0.0
5260	4.3125
5261	17.25
5262	45.7125
5263	67.27499999999999
5264	128.51250000000002
5265	310.5
5266	232.875
5267	316.5375
5268	282.0375
5269	388.9875
5270	283.7625
5271	313.0875
5272	161.2875
5273	84.525
5274	27.6
5275	0.8625
5276	0.0
5277	0.0
5278	0.0
5279	0.0
5280	0.0
5281	0.0
5282	0.0
5283	0.0
5284	15.525
5285	58.65
5286	145.7625
5287	266.5125
5288	298.425
5289	471.7875
5290	519.225
5291	676.2
5292	483.0
5293	615.825
5294	584.775
5295	390.7125
5296	247.5375
5297	76.7625
5298	41.4
5299	7.7625
5300	0.0
5301	0.0
5302	0.0
5303	0.0
5304	0.0
5305	0.0
5306	0.0
5307	6.9
5308	54.3375
5309	129.375
5310	313.95
5311	551.1374999999999
5312	439.875
5313	234.6
5314	401.0625
5315	534.75
5316	326.8875
5317	351.0375
5318	203.55
5319	200.1
5320	145.7625
5321	100.05
5322	46.575
5323	2.5875
5324	0.0
5325	0.0
5326	0.0
5327	0.0
5328	0.0
5329	0.0
5330	0.0
5331	1.725
5332	62.1
5333	81.9375
5334	165.6
5335	238.9125
5336	261.33750000000003
5337	769.35
5338	906.4875
5339	807.3
5340	541.65
5341	155.25
5342	175.95
5343	126.7875
5344	94.0125
5345	91.425
5346	56.925
5347	1.725
5348	0.0
5349	0.0
5350	0.0
5351	0.0
5352	0.0
5353	0.0
5354	0.0
5355	0.8625
5356	20.7
5357	56.0625
5358	30.1875
5359	47.4375
5360	144.9
5361	188.025
5362	139.725
5363	79.35
5364	69.0
5365	94.875
5366	94.0125
5367	69.8625
5368	34.5
5369	6.0375
5370	1.725
5371	0.0
5372	0.0
5373	0.0
5374	0.0
5375	0.0
5376	0.0
5377	0.0
5378	0.0
5379	0.0
5380	8.625
5381	36.225
5382	41.4
5383	69.0
5384	138.0
5385	143.175
5386	359.6625
5387	407.1
5388	360.525
5389	245.8125
5390	119.8875
5391	86.25
5392	44.85
5393	23.2875
5394	3.45
5395	0.0
5396	0.0
5397	0.0
5398	0.0
5399	0.0
5400	0.0
5401	0.0
5402	0.0
5403	0.0
5404	14.6625
5405	63.825
5406	161.2875
5407	367.425
5408	324.3
5409	507.15
5410	364.8375
5411	390.7125
5412	417.45
5413	515.775
5414	238.9125
5415	244.0875
5416	249.2625
5417	108.675
5418	47.4375
5419	2.5875
5420	0.0
5421	0.0
5422	0.0
5423	0.0
5424	0.0
5425	0.0
5426	0.0
5427	6.0375
5428	72.45
5429	193.2
5430	353.625
5431	507.15
5432	719.325
5433	828.8625
5434	881.475
5435	891.825
5436	835.7625
5437	715.875
5438	531.3000000000001
5439	364.8375
5440	198.375
5441	89.7
5442	31.9125
5443	0.8625
5444	0.0
5445	0.0
5446	0.0
5447	0.0
5448	0.0
5449	0.0
5450	0.0
5451	1.725
5452	24.15
5453	20.7
5454	169.05
5455	479.55
5456	509.7375
5457	349.3125
5458	447.6375
5459	367.425
5460	495.075
5461	630.4875
5462	534.75
5463	325.1625
5464	156.975
5465	87.1125
5466	13.8
5467	0.0
5468	0.0
5469	0.0
5470	0.0
5471	0.0
5472	0.0
5473	0.0
5474	0.0
5475	6.9
5476	53.475
5477	85.3875
5478	120.75
5479	175.0875
5480	359.6625
5481	428.6625
5482	445.9125
5483	226.8375
5484	178.5375
5485	165.6
5486	202.6875
5487	238.9125
5488	194.0625
5489	64.6875
5490	11.2125
5491	0.0
5492	0.0
5493	0.0
5494	0.0
5495	0.0
5496	0.0
5497	0.0
5498	0.0
5499	0.0
5500	12.9375
5501	22.425
5502	45.7125
5503	94.0125
5504	283.7625
5505	372.6
5506	627.0375
5507	880.6125
5508	824.55
5509	682.2375
5510	508.875
5511	324.3
5512	181.9875
5513	87.975
5514	29.325
5515	0.8625
5516	0.0
5517	0.0
5518	0.0
5519	0.0
5520	0.0
5521	0.0
5522	0.0
5523	1.725
5524	56.0625
5525	127.65
5526	230.2875
5527	235.4625
5528	519.225
5529	577.0125
5530	829.725
5531	843.525
5532	817.65
5533	412.275
5534	118.1625
5535	329.475
5536	163.875
5537	105.225
5538	18.975
5539	0.0
5540	0.0
5541	0.0
5542	0.0
5543	0.0
5544	0.0
5545	0.0
5546	0.0
5547	0.8625
5548	61.2375
5550	171.6375
5551	385.5375
5552	472.65
5553	643.425
5554	461.4375
5555	432.975
5556	607.2
5557	458.85
5558	237.1875
5559	117.3
5560	173.3625
5561	51.75
5562	0.8625
5563	0.0
5564	0.0
5565	0.0
5566	0.0
5567	0.0
5568	0.0
5569	0.0
5570	0.0
5571	0.0
5572	7.7625
5573	76.7625
5574	167.325
5575	420.0375
5576	552.0
5577	684.825
5578	871.9875
5579	793.5
5580	809.025
5581	692.5875
5582	498.525
5583	307.05
5584	179.4
5585	83.6625
5586	25.875
5587	0.0
5588	0.0
5589	0.0
5590	0.0
5591	0.0
5592	0.0
5593	0.0
5594	0.0
5595	0.0
5596	43.125
5597	169.9125
5598	315.675
5599	458.85
5600	608.0625
5601	748.65
5602	681.375
5603	459.7125
5604	415.725
5605	369.15
5606	414.0
5607	245.8125
5608	112.125
5609	33.637499999999996
5610	0.8625
5611	0.0
5612	0.0
5613	0.0
5614	0.0
5615	0.0
5616	0.0
5617	0.0
5618	0.0
5619	0.0
5620	12.075
5621	65.55
5622	200.9625
5623	311.3625
5624	534.75
5625	349.3125
5626	553.725
5627	517.5
5628	442.4625
5629	640.8375
5630	399.3375
5631	275.1375
5632	188.8875
5633	42.2625
5634	2.5875
5635	0.0
5636	0.0
5637	0.0
5638	0.0
5639	0.0
5640	0.0
5641	0.0
5642	0.0
5643	0.0
5644	43.9875
5645	112.125
5646	217.35
5647	254.4375
5648	279.45
5649	304.4625
5650	412.275
5651	448.5
5652	361.3875
5653	162.15
5654	144.0375
5655	105.225
5656	75.9
5657	39.675
5658	1.725
5659	0.0
5660	0.0
5661	0.0
5662	0.0
5663	0.0
5664	0.0
5665	0.0
5666	0.0
5667	0.0
5668	7.7625
5669	31.05
5670	41.4
5671	42.2625
5672	99.1875
5673	103.5
5674	243.225
5675	421.7625
5676	727.95
5677	416.5875
5678	369.15
5679	294.1125
5680	154.3875
5681	37.95
5682	5.175
5683	0.0
5684	0.0
5685	0.0
5686	0.0
5687	0.0
5688	0.0
5689	0.0
5690	0.0
5691	0.0
5692	18.1125
5693	110.4
5694	214.7625
5695	221.6625
5696	372.6
5697	702.075
5698	798.675
5699	805.575
5700	713.2875
5701	580.4625
5702	413.1375
5703	236.325
5704	121.6125
5705	60.375
5706	11.2125
5707	0.0
5708	0.0
5709	0.0
5710	0.0
5711	0.0
5712	0.0
5713	0.0
5714	0.0
5715	0.0
5716	28.4625
5717	118.1625
5718	265.65000000000003
5719	427.8
5720	585.6375
5721	700.35
5722	757.275
5723	759.0
5724	692.5875
5725	558.9
5726	329.475
5727	219.9375
5728	109.5375
5729	45.7125
5730	4.3125
5731	0.0
5732	0.0
5733	0.0
5734	0.0
5735	0.0
5736	0.0
5737	0.0
5738	0.0
5739	0.0
5740	30.1875
5741	113.85
5742	223.3875
5743	415.725
5744	596.85
5745	520.9499999999999
5746	538.1999999999999
5747	670.1625
5748	700.35
5749	602.8875
5750	279.45
5751	169.9125
5752	81.075
5753	36.225
5754	1.725
5755	0.0
5756	0.0
5757	0.0
5758	0.0
5759	0.0
5760	0.0
5761	0.0
5762	0.0
5763	0.0
5764	10.35
5765	67.27499999999999
5766	138.0
5767	198.375
5768	155.25
5769	87.975
5770	94.0125
5771	113.85
5772	188.025
5773	29.325
5774	28.4625
5775	55.2
5776	25.875
5777	33.637499999999996
5778	2.5875
5779	0.0
5780	0.0
5781	0.0
5782	0.0
5783	0.0
5784	0.0
5785	0.0
5786	0.0
5787	0.0
5788	18.975
5789	103.5
5790	171.6375
5791	269.96250000000003
5792	263.0625
5793	497.6625
5794	614.1
5795	673.6125
5796	370.875
5797	201.825
5798	75.9
5799	62.1
5800	81.9375
5801	47.4375
5802	0.8625
5803	0.0
5804	0.0
5805	0.0
5806	0.0
5807	0.0
5808	0.0
5809	0.0
5810	0.0
5811	0.0
5812	1.725
5813	27.6
5814	86.25
5815	333.7875
5816	313.95
5817	234.6
5818	237.1875
5819	301.875
5820	265.65000000000003
5821	226.8375
5822	325.1625
5823	156.1125
5824	55.2
5825	6.9
5826	0.0
5827	0.0
5828	0.0
5829	0.0
5830	0.0
5831	0.0
11661	0.0
11662	0.0
11663	0.0
11664	0.8625
11665	10.35
11666	50.025
11667	75.0375
11668	361.3875
11669	668.4375
11670	599.4375
11671	842.6625
11672	404.5125
11673	304.4625
11674	121.6125
11675	201.825
11676	128.51250000000002
11677	43.9875
11678	6.0375
11679	0.8625
11680	0.0
11681	0.0
11682	0.0
11683	0.0
11684	0.0
11685	0.0
11686	0.0
11687	0.0
11688	34.5
11689	131.9625
11690	65.55
11691	98.325
11692	175.95
11693	325.1625
11694	354.4875
11695	401.0625
11696	338.1
11697	476.9625
11698	448.5
11699	371.7375
11700	194.925
11701	204.4125
11702	50.025
11703	3.45
11704	0.0
11705	0.0
11706	0.0
11707	0.0
11708	0.0
11709	0.0
11710	0.0
11711	0.0
11712	0.0
11713	31.9125
11714	75.9
11715	204.4125
11716	362.25
11717	608.0625
11718	383.8125
11719	291.525
11720	325.1625
11721	420.0375
11722	554.5875
11723	459.7125
11724	231.15
11725	272.55
11726	75.0375
11727	30.1875
11728	0.0
11729	0.0
11730	0.0
11731	0.0
11732	0.0
11733	0.0
11734	0.0
11735	0.0
11736	11.2125
11737	95.7375
11738	161.2875
11739	312.225
11740	468.3375
11741	294.1125
11742	474.375
11743	545.9625
11744	786.6
11745	420.9
11746	727.0875
11747	560.625
11748	469.2
11749	269.96250000000003
11750	132.82500000000002
11751	57.7875
11752	0.0
11753	0.0
11754	0.0
11755	0.0
11756	0.0
11757	0.0
11758	0.0
11759	0.0
11760	12.075
11761	77.625
11762	107.8125
11763	154.3875
11764	296.7
11765	358.8
11766	350.175
11767	385.5375
11768	311.3625
11769	200.9625
11770	595.9875
11771	305.325
11772	103.5
11773	158.7
11774	54.3375
11775	15.525
11776	0.8625
11777	0.0
11778	0.0
11779	0.0
11780	0.0
11781	0.0
11782	0.0
11783	0.0
11784	9.4875
11785	40.5375
11786	121.6125
11787	344.1375
11788	339.825
11789	307.05
11790	345.0
11791	426.9375
11792	581.325
11793	593.4
11794	318.2625
11795	321.7125
11796	119.025
11797	79.35
11798	38.8125
11799	25.875
11800	2.5875
11801	0.0
11802	0.0
11803	0.0
11804	0.0
11805	0.0
11806	0.0
11807	0.0
11808	19.8375
11809	93.15
11810	222.525
11811	438.15
11812	243.225
11813	426.075
11814	566.6625
11815	666.7125
11816	793.5
11817	750.375
11818	532.1625
11819	395.8875
11820	144.0375
11821	108.675
11822	38.8125
11823	37.0875
11824	0.8625
11825	0.0
11826	0.0
11827	0.0
11828	0.0
11829	0.0
11830	0.0
11831	0.0
11832	3.45
11833	42.2625
11834	104.3625
11835	179.4
11836	349.3125
11837	225.1125
11838	250.9875
11839	302.7375
11840	188.025
11841	361.3875
11842	312.225
11843	319.9875
11844	405.375
11845	323.4375
11846	125.925
11847	62.9625
11848	1.725
11849	0.0
11850	0.0
11851	0.0
11852	0.0
11853	0.0
11854	0.0
11855	0.0
11856	36.225
11857	145.7625
11858	178.5375
11859	242.3625
11860	238.9125
11861	314.8125
11862	284.625
11863	496.8
11864	380.3625
11865	587.3625
11866	591.675
11867	414.8625
11868	353.625
11869	299.2875
11870	189.75
11871	59.5125
11872	9.4875
11873	0.0
11874	0.0
11875	0.0
11876	0.0
11877	0.0
11878	0.0
11879	0.0
11880	10.35
11881	86.25
11882	155.25
11883	579.6
11884	421.7625
11885	335.5125
11886	128.51250000000002
11887	481.275
11888	685.6875
11889	983.25
11890	934.0875
11891	636.525
11892	563.2125
11893	217.35
11894	62.1
11895	75.9
11896	0.0
11897	0.0
11898	0.0
11899	0.0
11900	0.0
11901	0.0
11902	0.0
11903	0.0
11904	0.0
11905	0.0
11906	1.725
11907	27.6
11908	40.5375
11909	63.825
11910	435.5625
11911	589.95
11912	585.6375
11913	313.95
11914	392.4375
11915	347.5875
11916	201.825
11917	171.6375
11918	76.7625
11919	16.3875
11920	6.9
11921	0.0
11922	0.0
11923	0.0
11924	0.0
11925	0.0
11926	0.0
11927	0.0
11928	0.0
11929	0.0
11930	0.0
11931	12.075
11932	40.5375
11933	139.725
11934	457.125
11935	555.45
11936	500.25
11937	214.7625
11938	382.0875
11939	181.9875
11940	331.2
11941	238.9125
11942	105.225
11943	36.225
11944	3.45
11945	0.0
11946	0.0
11947	0.0
11948	0.0
11949	0.0
11950	0.0
11951	0.0
11952	0.0
11953	0.0
11954	0.0
11955	0.0
11956	1.725
11957	2.5875
11958	6.9
11959	18.1125
11960	17.25
11961	74.175
11962	147.4875
11963	162.15
11964	187.1625
11965	136.275
11966	89.7
11967	42.2625
11968	8.625
11969	0.0
11970	0.0
11971	0.0
11972	0.0
11973	0.0
11974	0.0
11975	0.8625
11976	21.5625
11977	29.325
11978	131.9625
11979	167.325
11980	314.8125
11981	246.675
11982	302.7375
11983	370.875
11984	238.05
11985	337.2375
11986	446.775
11987	532.1625
11988	217.35
11989	132.82500000000002
11990	65.55
11991	28.4625
11992	14.6625
11993	0.0
11994	0.0
11995	0.0
11996	0.0
11997	0.0
11998	0.0
11999	0.0
12000	8.625
12001	59.5125
12002	74.175
12003	325.1625
12004	311.3625
12005	565.8
12006	536.475
12007	231.15
12008	474.375
12009	470.0625
12010	383.8125
12011	347.5875
12012	197.5125
12013	217.35
12014	125.0625
12015	31.05
12016	6.9
12017	0.0
12018	0.0
12019	0.0
12020	0.0
12021	0.0
12022	0.0
12023	0.0
12024	4.3125
12025	27.6
12026	105.225
12027	194.925
12028	269.09999999999997
12029	336.375
12030	319.9875
12031	307.9125
12032	173.3625
12033	227.7
12034	172.5
12035	133.6875
12036	116.4375
12037	115.575
12038	72.45
12039	50.8875
12040	10.35
12041	0.0
12042	0.0
12043	0.0
12044	0.0
12045	0.0
12046	0.0
12047	0.0
12048	12.9375
12049	54.3375
12050	101.775
12051	155.25
12052	217.35
12053	116.4375
12054	223.3875
12055	438.15
12056	376.05
12057	237.1875
12058	340.6875
12059	192.3375
12060	275.1375
12061	256.16249999999997
12062	82.8
12063	35.3625
12064	6.0375
12065	0.0
12066	0.0
12067	0.0
12068	0.0
12069	0.0
12070	0.0
12071	6.0375
12072	35.3625
12073	98.325
12074	81.075
12075	149.2125
12076	331.2
12077	125.925
12078	156.1125
12079	290.6625
12080	343.275
12081	520.9499999999999
12082	202.6875
12083	354.4875
12084	330.3375
12085	146.625
12086	115.575
12087	112.9875
12088	56.0625
12089	0.8625
12090	0.0
12091	0.0
12092	0.0
12093	0.0
12094	0.0
12095	0.0
12096	11.2125
12097	66.41250000000001
12098	122.475
12099	119.8875
12100	231.15
12101	399.3375
12102	228.5625
12103	647.7375
12104	898.725
12105	574.425
12108	443.325
12109	449.3625
12110	232.0125
12111	131.9625
12112	21.5625
12113	0.0
12114	0.0
12115	0.0
12116	0.0
12117	0.0
12118	0.0
12119	11.2125
12120	66.41250000000001
12121	163.875
12122	367.425
12123	501.975
12124	783.15
12125	933.225
12126	1025.5125
12127	1060.875
12128	1055.7
12129	994.4625
12130	868.5375
12131	652.05
12132	611.5125
12133	376.05
12134	200.1
12135	118.1625
12136	31.05
12137	0.8625
12138	0.0
12139	0.0
12140	0.0
12141	0.0
12142	0.0
12143	7.7625
12144	60.375
12145	176.8125
12146	378.6375
12147	573.5625
12148	760.725
12149	905.625
12150	863.3625
12151	873.7125
12152	768.4875
12153	789.1875
12154	953.925
12155	772.8
12156	353.625
12157	288.075
12158	167.325
12159	62.9625
12160	23.2875
12161	0.8625
12162	0.0
12163	0.0
12164	0.0
12165	0.0
12166	0.0
12167	8.625
12168	56.0625
12169	167.325
12170	389.85
12171	566.6625
12172	753.825
12173	842.6625
12174	984.975
12175	1037.5874999999999
12176	1054.8374999999999
12177	1009.125
12178	887.5125
12179	692.5875
12180	414.0
12181	248.4
12182	144.0375
12183	74.175
12184	12.9375
12185	0.0
12186	0.0
12187	0.0
12188	0.0
12189	0.0
12190	0.0
12191	6.9
12192	25.0125
12193	142.3125
12194	367.425
12195	548.5500000000001
12196	357.9375
12197	770.2125
12198	400.2
12199	313.0875
12200	352.7625
12201	594.2625
12202	449.3625
12203	380.3625
12204	271.6875
12206	170.775
12207	128.51250000000002
12208	40.5375
12209	2.5875
12210	0.0
12211	0.0
12212	0.0
12213	0.0
12214	0.0
12215	12.075
12216	70.725
12217	186.3
12218	380.3625
12219	574.425
12220	773.6625
12221	940.9875
12222	1028.9624999999999
12223	869.4
12224	676.2
12225	383.8125
12226	189.75
12227	275.1375
12228	93.15
12229	53.475
12230	73.3125
12231	39.675
12232	1.725
12233	0.0
12234	0.0
12235	0.0
12236	0.0
12237	0.0
12238	0.0
12239	0.0
12240	12.075
12241	18.975
12242	26.7375
12243	96.6
12244	184.575
12245	326.8875
12246	366.5625
12247	683.9625
12248	926.325
12249	545.1
12250	846.1125
12251	709.8375
12252	564.9375
12253	397.6125
12254	220.8
12255	120.75
12256	33.637499999999996
12257	0.8625
12258	0.0
12259	0.0
12260	0.0
12261	0.0
12262	0.0
12263	8.625
12264	46.575
12265	133.6875
12266	236.325
12267	527.85
12268	456.2625
12269	521.8125
12270	468.3375
12271	409.6875
12272	388.125
12273	489.9
12274	429.525
12275	385.5375
12276	325.1625
12277	200.1
12278	190.6125
12279	34.5
12280	0.0
12281	6.0375
12282	0.0
12283	0.0
12284	0.0
12285	0.0
12286	0.0
12287	18.1125
12288	62.9625
12289	188.8875
12290	249.2625
12291	587.3625
12292	447.6375
12293	405.375
12294	425.2125
12295	195.7875
12296	520.9499999999999
12297	528.7125
12298	677.925
12299	398.475
12300	322.575
12301	270.825
12302	137.13750000000002
12303	44.85
12304	8.625
12305	7.7625
12306	0.0
12307	0.0
12308	0.0
12309	0.0
12310	0.0
12311	8.625
12312	40.5375
12313	108.675
12314	178.5375
12315	274.27500000000003
12316	278.5875
12317	265.65000000000003
12318	434.7
12319	464.025
12320	415.725
12321	484.725
12322	221.6625
12323	164.7375
12324	69.8625
12325	141.45
12326	93.15
12327	23.2875
12328	1.725
12329	0.0
12330	0.0
12331	0.0
12332	0.0
12333	0.0
12334	0.0
12335	15.525
12336	37.95
12337	143.175
12338	144.0375
12339	247.5375
12340	342.4125
12341	330.3375
12342	457.125
12343	421.7625
12344	434.7
12345	742.6125
12346	798.675
12347	777.975
12348	615.825
12349	601.1625
12350	306.1875
12351	137.13750000000002
12352	55.2
12353	8.625
12354	0.0
12355	0.0
12356	0.0
12357	0.0
12358	0.0
12359	10.35
12360	54.3375
12361	187.1625
12362	379.5
12363	570.975
12364	748.65
12365	885.7875
12366	989.2875
12367	1036.7250000000001
12368	1038.45
12369	991.875
12370	884.0625
12371	727.0875
12372	565.8
12373	401.0625
12374	237.1875
12375	131.1
12376	47.4375
12377	3.45
12378	0.0
12379	0.0
12380	0.0
12381	0.0
12382	0.0
12383	18.1125
12384	75.9
12385	191.475
12386	383.8125
12387	579.6
12388	755.55
12389	902.175
12390	1001.3625
12391	1031.55
12392	1036.7250000000001
12393	1004.8125
12394	892.6875
12395	723.6375
12396	566.6625
12397	408.825
12398	244.95
12399	136.275
12400	51.75
12401	6.9
12402	0.0
12403	0.0
12404	0.0
12405	0.0
12406	0.0
12407	19.8375
12408	81.075
12409	201.825
12410	388.125
12411	580.4625
12412	753.825
12413	894.4125
12414	985.8375
12415	1038.45
12416	1034.1375
12417	877.1625
12418	660.675
12419	669.3
12420	517.5
12421	322.575
12422	245.8125
12423	124.2
12424	59.5125
12425	9.4875
12426	0.0
12427	0.0
12428	0.0
12429	0.0
12430	0.0
12431	8.625
12432	89.7
12433	218.2125
12434	381.225
12435	392.4375
12436	572.7
12437	757.275
12438	1049.6625000000001
12439	1014.3
12440	936.675
12441	930.6375
12442	731.4
12443	589.95
12444	504.5625
12445	250.125
12446	202.6875
12447	84.525
12448	54.3375
12449	6.0375
12450	0.0
12451	0.0
12452	0.0
12453	0.0
12454	0.0
12455	0.0
12456	2.5875
12457	30.1875
12458	65.55
12459	171.6375
12460	102.6375
12461	69.8625
12462	80.2125
12463	101.775
12464	334.65
12465	176.8125
12466	397.6125
12467	368.2875
12468	219.075
12469	166.4625
12470	78.4875
12471	80.2125
12472	45.7125
12473	3.45
12474	0.0
12475	0.0
12476	0.0
12477	0.0
12478	0.0
12479	12.9375
12480	29.325
12481	62.9625
12482	135.4125
12483	172.5
12484	300.15
12485	319.9875
12486	495.9375
12487	685.6875
12488	969.45
12489	660.675
12490	934.95
12491	719.325
12492	601.1625
12493	458.85
12494	291.525
12495	161.2875
12496	57.7875
12497	8.625
12498	0.0
12499	0.0
12500	0.0
12501	0.0
12502	0.8625
12503	30.1875
12504	86.25
12505	244.0875
12506	377.775
12507	570.1125
12508	765.9
12509	966.0
12510	1091.925
12511	821.1
12512	998.775
12513	976.35
12514	868.5375
12515	568.3875
12516	341.55
12517	306.1875
12518	158.7
12519	68.1375
12520	41.4
12521	8.625
12522	0.0
12523	0.0
12524	0.0
12525	0.0
12526	0.0
12527	25.0125
12528	98.325
12529	288.9375
12530	244.95
12531	382.0875
12532	469.2
12533	755.55
